Date & Year,Stadium,Match format,Country,Bowler name,Bowling Hand,Over number,Bowler type,Delivery type,Speed of delivery,Shot played,Runs/W
2019,Port of Spain,ODI,West Indies,Jason Holder,Right-arm,31.2,Fast,Straight Seam,145 km/h,Square Drive,1
2019,Port of Spain,ODI,West Indies,Jason Holder,Right-arm,31.4,Fast,Bouncer,128 km/h,Off Drive,1
2019,Port of Spain,ODI,West Indies,Kraigg Brathwaite,Right-arm,32.2,Fast,Bouncer,135 km/h,Square Drive,4
2019,Port of Spain,ODI,West Indies,Kraigg Brathwaite,Right-arm,32.3,Fast,Inswinger,138 km/h,Pull Shot,4
2019-12-15 00:00:00,Chennai,ODI,West Indies,Sheldon Cottrell,Left-arm,6.3,Fast,Bouncer,130 km/h,Forward Defence,0
2019,Chennai,ODI,West Indies,Sheldon Cottrell,Left-arm,6.4,Fast,Bouncer,137 km/h,Forward Defence,0
2019,Chennai,ODI,West Indies,Sheldon Cottrell,Left-arm,6.5,Fast,Yorker,135 km/h,Cover Drive,4
2019,Chennai,ODI,West Indies,Sheldon Cottrell,Left-arm,6.6,Fast,Slower Ball,138 km/h,Paddle Sweep,w
2019-12-18 00:00:00,Visakhapatnam,ODI,West Indies,Kieron Pollard,Right-arm,37.3,Fast,Slower Ball,130 km/h,Pull Shot,w
2019-12-22 00:00:00,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,21.3,Fast,Short Ball,135 km/h,Forward Defence,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,21.6,Fast,Short Ball,135 km/h,Square Drive,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Khary Pierre,Left-arm,22.3,Spin,Short Ball,75 km/h,On Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Khary Pierre,Left-arm,22.6,Spin,Outswinger,81 km/h,Cover Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,23.1,Fast,Yorker,135 km/h,Cover Drive,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,23.2,Fast,Straight Seam,130 km/h,Cover Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,23.4,Fast,Yorker,128 km/h,Square Drive,4
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,23.5,Fast,Yorker,138 km/h,Square Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,24.1,Fast,Straight Seam,130 km/h,Back Foot Defense,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,24.5,Fast,Bouncer,137 km/h,Back Foot Defense,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,24.6,Fast,Inswinger,88 km/h,Back Foot Defense,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,25.2,Fast,Straight Seam,137 km/h,Off Drive,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,25.3,Fast,Short Ball,137 km/h,Square Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,25.6,Fast,Short Ball,135 km/h,Pull Shot,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,26.1,Fast,Short Ball,135 km/h,Pull Shot,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,26.2,Fast,Yorker,138 km/h,Cover Drive,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,26.3,Fast,Straight Seam,132 km/h,Cover Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,26.5,Fast,Short Ball,140 km/h,Square Drive,4
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,26.6,Fast,Straight Seam,138 km/h,Pull Shot,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Alzarri Joseph,Right-arm,27.1,Fast,Short Ball,132 km/h,Forward Defence,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Alzarri Joseph,Right-arm,27.4,Fast,Short Ball,138 km/h,Cover Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Roston Chase,Right-arm,28.1,Spin,Yorker,80 km/h,Square Drive,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Roston Chase,Right-arm,28.2,Spin,Short Ball,78 km/h,Square Drive,2
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Roston Chase,Right-arm,28.3,Spin,Straight Seam,82 km/h,On Drive,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Roston Chase,Right-arm,28.4,Spin,Outswinger,77 km/h,Pull Shot,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Roston Chase,Right-arm,28.5,Spin,Straight Seam,88 km/h,On Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Alzarri Joseph,Right-arm,29.3,Fast,Short Ball,135 km/h,Cover Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Roston Chase,Right-arm,30.1,Spin,Yorker,78 km/h,Forward Defence,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Roston Chase,Right-arm,30.3,Spin,Straight Seam,82 km/h,Square Drive,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Roston Chase,Right-arm,30.4,Spin,Yorker,77 km/h,Square Drive,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Roston Chase,Right-arm,30.5,Spin,Straight Seam,88 km/h,On Drive,2
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Roston Chase,Right-arm,30.6,Spin,Short Ball,79 km/h,Pull Shot,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Alzarri Joseph,Right-arm,31.1,Fast,Yorker,128 km/h,Pull Shot,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Alzarri Joseph,Right-arm,31.3,Fast,Short Ball,138 km/h,Square Drive,4
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Alzarri Joseph,Right-arm,31.4,Fast,Short Ball,130 km/h,Square Drive,4
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Alzarri Joseph,Right-arm,31.5,Fast,Straight Seam,137 km/h,Pull Shot,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,32.4,Fast,Straight Seam,88 km/h,Pull Shot,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,32.5,Fast,Bouncer,137 km/h,Square Drive,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,32.6,Fast,Yorker,137 km/h,Forward Defence,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,33.2,Fast,Straight Seam,135 km/h,Pull Shot,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,33.4,Fast,Straight Seam,135 km/h,Pull Shot,4
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,33.5,Fast,Bouncer,138 km/h,Forward Defence,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,33.6,Fast,Bouncer,135 km/h,Pull Shot,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,34.3,Fast,Bouncer,145 km/h,Cover Drive,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,34.4,Fast,Short Ball,130 km/h,Pull Shot,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,35.1,Fast,Straight Seam,88 km/h,Back Foot Defence,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,35.4,Fast,Short Ball,138 km/h,Square Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,35.6,Fast,Short Ball,130 km/h,Square Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,36.1,Fast,Yorker,137 km/h,Off Drive,2
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,36.2,Fast,Bouncer,88 km/h,Square Drive,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,36.3,Fast,Short Ball,137 km/h,Pull Shot,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,36.5,Fast,Straight Seam,137 km/h,Cover Drive,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,36.6,Fast,Short Ball,135 km/h,Square Drive,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Alzarri Joseph,Right-arm,37.3,Fast,Yorker,135 km/h,Sweep,4
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Alzarri Joseph,Right-arm,37.4,Fast,Straight Seam,138 km/h,Sweep,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Sheldon Cottrell,Left-arm,38.1,Fast,Full Toss,135 km/h,Sweep,4
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Sheldon Cottrell,Left-arm,38.2,Fast,Short Ball,145 km/h,Pull Shot,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Sheldon Cottrell,Left-arm,38.4,Fast,Short Ball,130 km/h,Pull Shot,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Alzarri Joseph,Right-arm,39.1,Fast,Straight Seam,142 km/h,Cover Drive,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Alzarri Joseph,Right-arm,39.2,Fast,Bouncer,138 km/h,Off Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Alzarri Joseph,Right-arm,39.4,Fast,Bouncer,130 km/h,Sweep,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Alzarri Joseph,Right-arm,39.6,Fast,Short Ball,137 km/h,Square Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Sheldon Cottrell,Left-arm,40.1,Fast,Yorker,132 km/h,Off Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Sheldon Cottrell,Left-arm,40.3,Fast,Straight Seam,138 km/h,Forward Defence,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Sheldon Cottrell,Left-arm,40.5,Fast,Chinaman,130 km/h,Square Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,41.2,Fast,Straight Seam,135 km/h,On Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,41.4,Fast,Short Ball,135 km/h,Square Drive,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,41.5,Fast,Straight Seam,138 km/h,On Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Khary Pierre,Left-arm,42.3,Spin,Short Ball,75 km/h,Off Drive,4
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Khary Pierre,Left-arm,42.4,Spin,Straight Seam,81 km/h,Cover Drive,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Khary Pierre,Left-arm,42.5,Spin,Straight Seam,78 km/h,On Drive,4
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Khary Pierre,Left-arm,42.6,Spin,Straight Seam,85 km/h,Square Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Sheldon Cottrell,Left-arm,43.1,Fast,Straight Seam,138 km/h,On Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Sheldon Cottrell,Left-arm,43.3,Fast,Yorker,130 km/h,Square Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Sheldon Cottrell,Left-arm,43.6,Fast,Straight Seam,137 km/h,Square Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,44.1,Fast,Straight Seam,88 km/h,Off Drive,0
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,44.2,Fast,Straight Seam,137 km/h,Sweep,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Jason Holder,Right-arm,44.4,Fast,Short Ball,137 km/h,On Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Sheldon Cottrell,Left-arm,45.4,Fast,Slower Ball,135 km/h,On Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Sheldon Cottrell,Left-arm,45.6,Fast,Straight Seam,135 km/h,On Drive,1
2019,"Barabati Stadium, Cuttack",ODI,West Indies,Keemo Paul,Right-arm,46.1,Fast,Straight Seam,138 km/h,Off Drive,W
2020-01-14 00:00:00,"Wankhede Stadium, Mumbai",ODI,Australia,Ashton Agar,Left-arm,27.2,Spin,Straight Seam,75 km/h,Off Drive,1
2020,"Wankhede Stadium, Mumbai",ODI,Australia,Ashton Agar,Left-arm,27.5,Spin,Straight Seam,78 km/h,Cover Drive,0
2020,"Wankhede Stadium, Mumbai",ODI,Australia,Ashton Agar,Left-arm,27.6,Spin,Straight Seam,83 km/h,On Drive,1
2020,"Wankhede Stadium, Mumbai",ODI,Australia,Pat Cummins,Right-arm,28.1,Fast,Straight Seam,140 km/h,Square Drive,1
2020,"Wankhede Stadium, Mumbai",ODI,Australia,Pat Cummins,Right-arm,28.3,Fast,Yorker,148 km/h,Off Drive,0
2020,"Wankhede Stadium, Mumbai",ODI,Australia,Pat Cummins,Right-arm,28.4,Fast,Straight Seam,143 km/h,Off Drive,1
2020,"Wankhede Stadium, Mumbai",ODI,Australia,Pat Cummins,Right-arm,28.6,Fast,Straight Seam,150 km/h,Square Drive,1
2020,"Wankhede Stadium, Mumbai",ODI,Australia,Adam Zampa,Right-arm,29.1,Spin,Googly,88 km/h,Square Drive,2
2020,"Wankhede Stadium, Mumbai",ODI,Australia,Adam Zampa,Right-arm,29.2,Spin,Straight Seam,83 km/h,Sweep,0
2020,"Wankhede Stadium, Mumbai",ODI,Australia,Adam Zampa,Right-arm,29.3,Spin,Leg Spin,86 km/h,Off Drive,1
2020,"Wankhede Stadium, Mumbai",ODI,Australia,Adam Zampa,Right-arm,29.5,Spin,Straight Seam,88 km/h,Square Drive,1
2020,"Wankhede Stadium, Mumbai",ODI,Australia,Pat Cummins,Right-arm,30.5,Fast,Straight Seam,147 km/h,Square Drive,1
2020,"Wankhede Stadium, Mumbai",ODI,Australia,Adam Zampa,Right-arm,31.1,Spin,Leg Spin,88 km/h,Back Foot Defence,6
2020,"Wankhede Stadium, Mumbai",ODI,Australia,Adam Zampa,Right-arm,31.2,Spin,Straight Seam,90 km/h,Off Drive,w
2020-01-17 00:00:00,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,13.4,Spin,Yorker,86 km/h,Cover Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Pat Cummins,Right-arm,14.1,Fast,Short Ball,142 km/h,Forward Defence,0
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Pat Cummins,Right-arm,14.2,Fast,Short Ball,148 km/h,Off Drive,0
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Pat Cummins,Right-arm,14.3,Fast,Straight Seam,139 km/h,Cover Drive,4
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Pat Cummins,Right-arm,14.4,Fast,Straight Seam,146 km/h,On Drive,1
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,15.1,Spin,Leg Spin,137 km/h,Cover Drive,0
2020,Saurashtra Cricket Association Stadium in Rajkot,ODI,Australia,Adam Zampa,Right-arm,15.2,Spin,Yorker,88 km/h,Cover Drive,2
